,user,location,text
248,artsymusings,PK,"#PublishingPaidMe, #ComicsPaidMe, #AnimationPaidMe and #GameDevPaidMe are all so damn revealing if not completely shocking"
249,We_are_swindled,Treaty 13 Territory,"#animationpaidme 
I have been working in animation in Toronto I have only been doing 2d FX, these are my salaries: 
2016-$950/week 
2017-$1000/week
Moved to a supervising position in 2018-$1300 
2019-$1400"
250,eldritch48,"Vancouver, B.C. Canada","#AnimationPaidMe 
2014 - BG Layout - Titmouse working on Superfriends $925/week
2016 - BG Layout and Paint - Atomic Cartoons (Max and Ruby) - $825/week
2018 - Design - Rainmaker/Mainframe (Octonauts) - $960/week

Those are in $CAD, for Americans."
251,explorer_aleena,United States,"Your lovestory imagination ❤️
#dm #GraphicDesigner #GraphicDesign #characterdesign #cartoon #cartooncharacter #LogoDesign #AnimationPaidMe https://t.co/jIdohmyxxk"
252,winterkewl,,"#AnimationPaidMe
$20/hour CharTD Culver City California for Sony Pictures Imageworks (2004-06)

Started @ $95,000/year CharTD Glendale California, Dreamworks Animation (2008-2015)

Was making $120,000/ year before going indie in game dev in 2015."
253,ninjadodo,Netherlands,"@molleindustria Would be good if everyone on #PublishingPaidMe, #GameDevPaidMe #AnimationPaidMe included LOCATION with their numbers as that is a huge factor in wage differences.. cost of living varies enormously country to country and region to region."
254,molleindustria,"Pittsburgh, PA","Game developers, animators, and authors are sharing their compensations with the hashtags #PublishingPaidMe, #GameDevPaidMe #AnimationPaidMe 

This is a big taboo in industries without collective bargaining. An important step toward recognizing and erasing wage gaps."
255,gouache_boy,"Florida, USA",As a college student not working in the industry yet I’m very grateful for everyone sharing their experiences in the #comicspaidme and #animationpaidme tags
256,casseroleyoung,Canada,My 10 year work anniversary is coming up in a week. #animationpaidme
257,Felixenfeu,"Montréal, Canada","#PublishingPaidMe #GameDevPaidMe #AnimationPaidMe #VFXPaidMe

Good time to share the Anonymous Wage Survey

https://t.co/3BBAulV867

https://t.co/7lTj8stP6L

It's mainly VFX but it has some game dev data. Has location/currency/industry/etc. data that can be filtered."
258,KennethKoce,were God want me to be,"Please who knows any body that can teach me this kind of particular animation #AnimationPaidMe #animation 
#mulive #sundayvibes https://t.co/ctw74Q5rta"
259,sirdefne,she/her • 26,"#PublishingPaidMe #GameDevPaidMe #AnimationPaidMe 
pay transprency is critical to bridging inequality. if you work in these industries, and you’re deciding whether to share or not, please read this article: https://t.co/cFIJJPQswt"
260,nerdettedesigns,"Atlanta, GA","Most of my career is agency or software based, but here's my graphic/web designer breakdown:

UI/UX intern: $10/hr 
Entry level designer: 35k (too low)
3 yrs exp: 45k
5 yrs exp: 55k
8 yrs (now): 65k

#TabletopPaidMe #GameDevPaidMe #AnimationPaidMe"
261,LyrainaArt,Germany,"Time to do my contribution!
#GameDevPaidMe
#PublishingPaidMe 
#AnimationPaidMe

Context: Freelancing for 5+ years for the above industries, I do illustrations as well as concept art. White LGBTQ woman. 

Current Freelance rate: 60€/hr - 90€/hr plus VAT.

(1/2)"
262,RayRo_Art,Nordrhein-Westfalen,"#GameDevPaidMe and #AnimationPaidMe is trending. Take a look. Wage transparency is quite important for all of us, starting out or in the middle of our career."
263,lunaatic___,moon,"wage transparency is important in any industry but I feel like the creative industry especially likes to exploit it's people with unfair wages. love seeing all these people come forward!

#PublishingPaidMe
#GameDevPaidMe
#AnimationPaidMe"
264,birdymog,Singapore,"Will probably get buried but would like to contribute to #animationpaidme ! 

Wages in SGD 
2016 - Illustrator - $11 per hour 
2017 - 2019 - 3D artist - $11 -&gt; $12-$15 per hour (after taxes, rough estimate)"
265,devinScribbles,"Boston, MA","So I'm aware I'm being hella underpaid, and it's hard but I know things won't always be like this.

Digital Media Intern @ BCEC Inhouse Design Team- 13$/ hour
Motion Graphic Designer @ same place- 47k$/yr

Freelance Game Art- depends. $30-60/ hr

#GameDevPaidMe #AnimationPaidMe"
266,swiftstory,Lancashire/Cumbria borders UK,@OldSwifty check out the #AnimationPaidMe hashtag and have a nice day
267,mikechenwriter,"California, USA","Holy fuck, after #PublishingPaidMe, there's now  #GameDevPaidMe and #AnimationPaidMe.

Transparency helps us all. Good luck out there, friendos."
268,vevansart,❄,"Whatever let's just do it

I worked as a ""character color artist"" at $800/week

I got promoted to character design &amp; was making $900/week (I still had to work part-time on another show doing character color at the same time.)

My freelance rate is now $45/hr

#animationpaidme"
269,AniAtNight,"Vancouver, British Columbia","Thought I'd take #GameDevPaidMe and adapt it to #AnimationPaidMe
2014: Layout Artist - $15/hour &gt; 2017: $20/hour
2018: 3D Animator - $20.6/hour
Late 2018/2019: 3D Animator - $26.25/hour
Late 2019: 3D Animator - $31.25/hour

Pro tip: You'll get paid more moving around"
270,vevansart,❄,"Is there an #Animationpaidme hashtag yet? Because, at least in Canada, it's like a huge taboo to talk about it when it really shouldn't be."
