,user,location,text 
933,theonlyrapante,"Malmo, Sweden","I feel having had my career progression through 4 different companies in 3 different countries it would be confusing to post; but if you need any advise about fair salaries in the UK, Germany or Sweden, let me know and I'll see to point you to the right information #GameDevPaidMe"
934,EvilShanon,San Francisco Bay Area,"#GameDevPaidMe

505 Games, Executive Assistant / Marketing Writer, 35k

EA Mobile, Sr. Mobile Writer, 75k

Agency side video game copywriter, $100-130k

Galaxyz (gaming start-up), Narrative Designer, 90k

Telltale Games, Sr. Writer $65-$75k"
935,JJTranslates,"Seattle, WA, USA","#GameDevPaidMe (white, queer) for localization &amp; QA work in Seattle:

$16-19/hr (pt) - Keywords at Microsoft  2014
$22/hr (contract) - ArenaNet 2015
$25/hr (contract) - Amazon 2016
$75,000 (ended salaried at about $33/hr) - Bungie 2017-19
$16/hr - team lead MS vendor 2019"
936,AnimeJune,"Berlin, Germany",The #GameDevPaidMe tag is super valid but it’s always relevant to balance it w benefits and location. One of my jobs paid really well but it was contract hourly - I had no PTO so I had to budget monthly to “pay” for holidays. I’m cheap so that meant I didn’t take many
937,vincstudio,"London, UK","#GameDevPaidMe

SEGA, German QA: ~£8/h (zero hours contract)

Square Enix, German Online QA: ~£14/h (permanent contract &amp; we got bonuses most years.) 

I have no idea how I managed to survive in London on these. I was ridiculously lucky with my low rent when I worked for SEGA"
938,ThatKevinWong,California,"#GameDevPaidMe USD, asian, nb (cis-passing), USC undergrad,

USC (Game Studies TA): $10 per hr
Skydance (Jr. Designer): $55,000-60k USD w/benefits
Freelancer/Contractor: $22-35 per hr"
939,AlbinoGrimby,"Los Angeles, CA","I’m Asian Am, BS/MS in CS, 15 yr career, age: 40. 

2005: EA eng intern, $50/hr 
2006: EA full time SE1, $86k
2014: EA SE2, $100k, laid off. 

Went indie for 2 yrs: -60k
(All this living in NorCal) 

In LA now at startup. 

 #GameDevPaidMe"
940,ItsMeAgentV,"Ann Arbor, MI","Check out the #gamedevpaidme tag if you want people's details on this. I've never gotten a salary for gamedev, so I can't speak to it myself."
941,pocinplay,United Kingdom,Want to know how much people in games get paid across roles and see if you're being paid the industry standard? Check out  #GameDevPaidMe &amp; add yours too - always negotiate and always ask for more. Remember that the numbers shown are adjusted for location too.
942,BryanRenno,"The Southland, CA","Alright I'll hit the major ones:
#GameDevPaidMe 
2010 $50k/yr env artist @ inXile
2011 $55k/yr env artist @ Telltale
2014-2015 $75k/yr env artist @ Insomniac
2015-2018 salary raise of $96k/yr
2018-2019 $108k/yr promoted to senior/sub lead
2020: (undisclosed)"
943,kyutahub,México,"#GameDevPaidMe so you're all rich, huh?"
944,BryanRenno,"The Southland, CA",Tried doing #GameDevPaidMe but realized it would be a few tweets lol
945,TRUTHAgg,Dot CA,#GameDevPaidMe made me figure out a lot of these people are overpaid lmfao
946,brielieve_it,"Austin, TX","#GameDevPaidMe
25$/hr (52k$ year) associate env
28$/hr (58k$ year) associate env
Pre-taxes, No benefits, contract, small relocation package, paid sick days

Cis white queer woman

Same job, just asked for more when contract was renewed

And it’s TX so rents like 1,200$ a month"
947,the_greg89,Montréal,"#GameDevPaidMe this is actually a super relevant subject. As a white game designer, in Montreal, all at Ubisoft;

- 2015-2016, Junior GD; ~35k
- 2016-2019, GD; ~45 to ~55k
- 2019-2020, Senior GD; ~60k (still waiting on this year's salary revision)"
948,ImpossibleScott,"Oakland, CA","#GameDevPaidMe 
2007-2009 Cheyenne Mountain Entertainment, JR software eng - $60K-$64K

2009-2010 Kaos Studios THQ, SW eng - $78K

2010-2011 Enemy Airship, Founder and Lead programmer - $24K (project funded $180K, received $90K)

2011-2012 38 Studios, SW eng - $95K"
949,BanishGuardian,"Gosforth, England","Ah why not I'll jump on #GameDevPaidMe

First job was a contract QA role for £14k plus overtime
Went to another job making less at £12.5k then went up to £16k and left that company as a QA coordinator making only £17k"
950,TheCodeTroll,Leamington Spa,"I'll join the #GameDevPaidMe tag too.
White, Cis, Leamington UK also. Programmer.
Junior 3 years 22k-24k
Experienced/Regular (4years to current) 24k-26k Then 32k-36k
Will be my 8th year working as a professional programmer right out of uni in July https://t.co/RJWlJiYXJ4"
951,apocalynds,"Toronto, ON","I'm a cishet white woman, living in Toronto (spensy). 
All rates are in CAD$
#GameDevPaidMe

2010: Concept Art Intern @ PC Casual Game Studio in Edmonton, AB, $18/hr
2011: 2D Artist @ Mobile Game Studio, $32k + benefits
2012: Lead Artist @ same studio, 50k + benefits
cont.. (1/2)"
952,KapuraMax,help im traped in this text bo,"#GameDevPaidMe - cis white male:
2014 - $1k/mo, then $2k/mo trying to do an indie thing
2015 - $100/day (~$2k/mo) remote contract indie stuff
2016 - $58k/yr junior gamplay engineer in Pittsburgh, PA
2018 - $94k/yr associate gameplay engineer in Los Angeles, CA"
953,bazooie,"Berkeley, CA","#GameDevPaidMe

QA - QA Lead, Crystal Dynamics &amp; Sony 2001-2004: $11 - $14/hr
Associate Producer -&gt; Design, Crystal Dynamics 2004-2008: $35k - $65k
Lead Combat Design, Big Huge Games 2008 - 2011: $65k - $75k
Sr Design, Epic, 2012: $95k
Sr Design, CrystalD 2013: $105k

1/2"
954,ghostordie,"Toronto, Ontario",The only relevant thing in my #GameDevPaidMe history is that I was working an $80k+ a year job as a Game Designer in AAA and was offered $42k a year for a one year contract (after months of interviews) by another AAA company in a more expensive city
955,NegikunArt,"Wisconsin, USA",@KaelArts No no I'm referencing the pay for a lot of people on the #GameDevPaidMe  hashtag
956,teamcandor,"San Francisco, CA",Join us for our weekly office hours on salary negotiation ☀️💙 #GameDevPaidMe : https://t.co/SgMBgSqWq9
957,SuspendSeconds,,"#GameDevPaidMe

White, cis, straight female.

QA (Canada) - 5 years: $10-11/hr. 

Had benefits originally, lost them a couple years in. Was leading teams and coordinating directly with the devs to make the testing plans. 

The raise was due to the province increasing min wage."
958,jbtuason,snzz,"#GameDevPaidMe - USD, white asian, nb, RIT grad, my parents helped me thru school
$4/hr at incubator program - Boston
$25/hr + benefits for contract junior position at IG - LA
$65/yr when hired fulltime for salaried position
$78/yr when promoted to mid level"
959,raspofabs,UK,"#GameDevPaidMe is making me realise two things.
1) game devs are underpaid for for the amount of money the industry makes off their work.
2) I'm getting paid less than half of what many other people with less experience are getting.
Conclusion : don't get into games."
960,smovs,canada | he/him | 25,"#GameDevPaidMe wage transparency helps us all.

as a white animator in ontario 🇨🇦
$560 CDN/wk 3D anim intern @ D.E. 
$50k CDN/yr Junior 3D Animator @ r*ckstar 
$68K CDN/yr 3D Animator @ r*ckstar 

PLUS annual raises &amp; ~10-20k yearly bonus"
961,FanButtonNews,The Internet,"#GameDevPaidMe is fantastic. Just note that if you see devs not sharing, don't assume it's because they're paid too much - it *could* be that, but it could also be that they feel underpaid and / or fear that revealing their pay would embarrass their employer &amp; have repercussions."
962,APlayingField,Denver,"Worth pointing out that a number of people using #GameDevPaidMe (me included) have mentioned their first job being a really low-paid QA position on their path to higher positions, but I'm seeing pretty much nobody currently in those positions speak up. This needs to be examined."
963,tanyaxshort,"Montreal, Canada","#GameDevPaidMe adjusted into USD, all+benefits after 2008
2003 unpaid internship &amp; community work
2004 subcontractor for 505 Games/Bungie: $15/hr
2008-2012 Funcom, AI Designer/Dynamic Designer: $70k
2013-2014 Kitfox founder/CEO: $20k
2015-2017 Kitfox: ~$40k
2018-now Kitfox: ~$50k"
964,DuncanTreadgold,,"Well up for this #GameDevPaidMe thing. Honestly I've always thought it's crazy that every company I've worked at has a policy that says you are not allowed to discuss it, I kind of get it but If you think someone is worth an amount then you should be able to justify it."
965,DuncanTreadgold,,"#GameDevPaidMe - Leamington, UK. Living cost is fairly high but not London prices. Programmer. Fuzzy memory

1st - juniour / regular (2 years) 18k to 28k ish
2nd - regular / senior (4 years) 28k ish to 45k ish
3rd - regular (2 years) 37k - 39ish

not saying current (senior)."
966,Gamedev_Rose,,"Okay. #GameDevPaidMe
White, Bi trans woman, 9 years QA experience.
Sony San Diego QA Tester: $12/hr-$15/hr no benefits/vacation.
Cryptic Studios bay area QA/asst. QA Lead: $16/hr-$29/hr benefits and vacation.
Unknown Worlds QA Lead Bay Area: $65k plus benefits, vacation, bonus."
967,alienfirst,"Kirkland, WA","#GameDevPaidMe I WISH I could find my tax returns for when I had my game studio job. If I recall, my yearly salary equaled out to about $16/hr. Production artist, with a BFA. It was… very bad. In my time there, I think I got a 25 cent raise. This is Seattle, mind you."
968,kungfusquirrel,Bellevue WA,"Won't be talking game dev/much else here for a while, friends/mutuals can hit up @punderlord in the meantime (my #GameDevPaidMe is there, too, for now)

Anyway here's W̶o̶n̶d̶e̶r̶w̶a̶l̶l̶ a handy list of resources/points of contact/donation links/etc. https://t.co/Z5DIGJwu44"
969,ebeinke,"Austin, TX","#GameDevPaidMe

(Boston)
- 2008 intern LD Turbine: $10/hr no benefits
- 2009 GM Turbine: $16/hr no benefits
- 2010 LD Demiurge: $20/hr no benefits
- 2011 Jr + reg LD Irrational: $26k/yr started, ended at $50k

(Austin)
- 2014 LD at Certain Affinity: $78k yr started, now $88k"
970,andrewcrawshaw,"Leeds, Yorkshire, England","Wildly varying salaries being quoted by #gamedevs from around the world (see #GameDevPaidMe ).
The option to work remotely - something the whole industry has just spent 4 months trialing - will give expensive-to-run studios and lower paid devs something to think about in future."
971,Anim8der,Opinions are my own.,"(Don't want to disclose current salary without making sure my teammates are comfortable with that.)

#GameDevPaidMe freelance rates:

started out at $85/hr for animation and rigging

now can demand $100/hr animation, $125-150/hr tech/rigging. depends on job reqs."
972,Anim8der,Opinions are my own.,"#GameDevPaidMe

43 year old white male, 22 years XP.

$36-104k - animator up to principal tech animator, Volition (1998-2010)
$115-142k - lead animator, 5TH Cell (2010-2016)
$120k - Animation Director, First (Final) Strike Games (2017)
Currently at Thekla (2017-present)"
973,toxi,London,Wide spectrum: #GameDevPaidMe #AnimationPaidMe
974,HailstormDavid,AZ,"Me, as part of a two person indie team, looking at the  #GameDevPaidMe hashtag. https://t.co/vZYMTE1IgJ"
975,valentinaChrys,"Edinburgh, Scotland 🇷🇺 🇬🇷 ","#GameDevPaidMe is an excellent hashtag!

Where are all the UK peeps though?"
976,faerie_sarah,"Cockeysville, MD",I think looking at #GameDevPaidMe we can all agree QA is underpaid regardless of where they work/how much experience they have
977,osamadorias,Montreal,"#GameDevPaidMe

41 year old male POC. 13 years experience. All salaries in CDN as an X designer, in Montreal:

35-50k - Game / Narrative @ Gameloft
60k - Lead @ GEE Media
70k - Mission / Game @ Ubisoft
80k - Senior / Lead @ Minority Media
Can't disclose - Senior / Lead @ WB Games"
978,GenevieveFT,Montréal (Canada),"#GameDevPaidMe During the 2-3 years I worked in the game industry, after a yearly evaluation, I talked with my lead artist, and friend, about my raise. 52k (2D artist in a mobile game company-less than 3 years experience)"
979,paulreinwand,"Portland, OR","#GameDevPaidMe 👇 I’m white, cis, and gay

2018, 2019 - Fogbank/Fox - $90/hr
2019, 2020 - Naughty Dog - $85/hr

Both positions were remote freelance

2018 - Bungie - $650/page pencils/inks, for 11 page comic

An outlier, as it was paid by studio, not thru a publisher"
980,SarahBoevingArt,"Michigan, USA","-$18-20 per hour at start up Ed tech
-$25 per hour on CampCamp s3
-$30 per hour on ST3:the game
-$30 per hour on Picture Cross
-$30 per hour on REM Cycles #GameDevPaidMe (mind you these are all short term freelance based)"
981,_Chorge,Berlin / Germany,"#GameDevPaidMe is a great idea. If you are not knowing what your game dev peers make, you can negotiate fair wages

I get 400 Euro per day as a freelance game programmer in Berlin ( Germany )

~14 years of game industry experience, unreal, a.i. &amp; c++   

https://t.co/38x0FPc3Mb"
982,ConnorEFallon,"Seattle, WA","Okay let’s do this.
#GameDevPaidMe 

45k-&gt;50k Game Designer, Schell Games, Pittsburgh 2013
75k-&gt;80k, Game Designer II, ArenaNet, Seattle 2016
90k-&gt;??? Senior Game Designer, ArenaNet, Seattle 2020"
983,paroxia,España,"Let's just say that 5000€ sounds like good money for 3 months of work, at least by spanish standards, but that just works if have always a project on, which unfortunately doesn't really happen. #GameDevPaidMe #GameAudioPaidMe"
984,paroxia,España,It's usually a 3/4 months job per game and often we're are not working exclusively on just one project. We also do some animation &amp; video stuff so it's impossible for me to set a monthly estimated wage. #GameDevPaidMe #GameAudioPaidMe
985,paroxia,España,"80/200€ per minute of music
6/12€ per SFX

For a complete SFX &amp; Music pack for a small indie game we have charged around 4000€ to 13000€ depending on factors such as the type and amount of work required and even where do our client live (that's a thing, yeah). #GameDevPaidMe"
986,paroxia,España,"As freelance musicians &amp; sound designers is difficult for us (@redforge) to talk about a monthly/year stable income, since it's reeeeally random. It also really depends on many, many factors. But we have moved along these:

#GameDevPaidMe #GameAudioPaidMe"
987,RyemcaGames,Ireland,"Gonna do this whole #GameDevPaidMe thing

550 euro per month as a QA intern
For 6 months

Then 24k per year as a junior level designer moved up to 26k per year after a few months 

Not great especially with how expensive Dublin is but there's not many game companies in Ireland."
988,JoshuaDav,"Dallas, TX",Interesting hashtag with game devs across the industry sharing their salaries: #GameDevPaidMe
989,Spiffy_DE,Singapore / Los Angeles,"#GameDevPaidMe

I'm not comfortable sharing any current numbers but I do feel like I need to share that for 3 years,

Comms and publishing guy, 500 USD base salary per month, Riot Games plus Airbnb stay &amp; stocks lul. 

It was my first job in the industry and I wasn't as smart. https://t.co/pg0NfvimIU"
990,renaudbedard,"Montréal, Canada","#GameDevPaidMe made me stop and wonder... is there anything in my contract that prevents me from sharing my salary? There's so much taboo about it that I can't recall if it's because I'm not allowed, or just because nobody does it."
991,SunlightAuras,,#GameDevPaidMe #AnimationPaidMe are such important tags for anyone who’s starting a career in the field or need an idea as to what to ask for. I’m glad people are speaking about their salaries.
992,teriarchibbles,"San Francisco, CA","I FINALLY got a raise to 66K in 2018. One month later I was part of yet another mass layoff.

10yrs experience as a 2D game artist and I never made more than 66K in SF ✨ Wish it hadn’t been taboo to talk rates/salary so I could fight for my worth sooner

#GameDevPaidMe"
993,pkkaos,"Seattle, WA","#GameDevPaidMe exists for transparency about wages in order to level the playing field. Here are some of mine. (remember to include your location and currency, and possibly benefits if in the US, because those make a HUGE difference)
Posting mine below-"
994,GraczykMatt,LA,"Ok yeah let’s do #GameDevPaidMe

All $ in USD, all Env Art except the first

Freelance car 3D art, 2012, 15 - 20 / hr
2013 - 2015, Reactor Zero, MI, $19 / hr
2015, Startup Game Studio, MI - 20 / hr
2017, Method EXP VR, Santa Monica CA, 55 / hr
2019, Insomniac Games, 85k salary"
995,FurburnerArt,United States,#GameDevPaidMe 25/hour for art direction.
996,GamesByKinmoku,"Frankfurt, Hessen",Wow #GameDevPaidMe has really opened my eyes. Y’all rich or what?
997,disco_jill,"Montréal, Québec","salary transparency benefits everyone:
* 2019, #GameDevPaidMe equiv of $36k USD freelance narrative design, lots of ups &amp; downs.
* 2011 Starting salary as a staff writer was $45k 
* Yearly average ~$45k

Cis straight ww, 20 yrs tech, 9 games. Amounts adjusted from CAD."
998,UnicornDevGames,gumroad.com/shayleenhulbertart,"Artist here! #GameDevPaidMe
-First job in a mobile company £23k a year
-Was there for 2.5yrs and my wage was £25k (the same as another person with twice my exp who had been there for 4yrs) 
-The next person who took the same role as me 2yrs later was given £20k as a starting wage"
999,teriarchibbles,"San Francisco, CA","#GameDevPaidMe I was paid 48K when I was hired at Zynga in 2011 as an artist. I was desperate for work after being laid off at another game company in 2010 making 30K. I fell for the “ppl get quarterly raises, you’ll make X amount in no time” line. 2months later company went IPO"
1000,Roxyorz,New Jersey,"#gamedevpaidme
All are USD New Jersey/NYC, which is a high cost of living area in the US. All are before taxes. All include full benefits.
Jr programmer (generalist) 2011- 65k
Programmer (gameplay) 2012- 78k
Sr programmer (generalist) 2014- 91k
Lead engineer 2020- 115k"
1001,Misfortuneee,La,#GameDevPaidMe just reminding me how chronically underpaid artists are. 😬
1002,AlpacaAsh,"Austin, TX","#GameDevPaidMe
Advice from a dev who relocated across the US multiple times for work. Don't forget to negotiate for relocation packages to cover your move. A relocation package SHOULD cover the whole move. If it doesn't, you might want to reconsider if they won't go any higher."
1003,janamakesgames,"Berlin, Germany","#GameDevPaidMe 
Year 1-4, Localization QA: 37k CAD (benefits)
Year 4-5, Junior Writer: 35k CAD (one bonus of 1k)
Year 5-6, Writer: 59k CAD (no bonuses, benefits)
Year 6-7, Writer: 85k CAD (no bonuses, benefits)
Year 7-9, Senior Writer: 90K CAD (bonuses, no benefits)"
1004,megraeart,"Fort Worth, TX","Playtest Intern - $8 an hour
Temp Playtester - $10 an hour

Freelance game art rates - $20 - $28 an hour

#GameDevPaidMe

My rates will always feel low because I live in an area where cost of living is low, but I hope I can actually earn a salary some day..."
1005,Aly_Amez,"Los Angeles, CA",same with #gamedevpaidme https://t.co/BC9EeDT3xs
1006,gabbydarienzo,"Toronto, Ontario","I’m happy to see #GameDevPaidMe trending! Salary transparency is so important, especially for folks new to the industry who may or may not know what is considered fair compensation. 

I’m going to share mine here ($ in CAD) 👇"
1007,GoodMorniiing,she/her | NC,"Reading through #GameDevPaidMe is wild to me. Especially when looking at community work numbers.
Granted it is based on location and if these positions offer benefits. But i appreciate the transparency in the community"
1008,eldritch48,"Vancouver, B.C. Canada","#AnimationPaidMe #PublishingPaidMe and #GameDevPaidMe are crucial to people taking control of the industries they work in.  Knowledge is power, and everyone wins when everyone knows."
1009,lazerbreadryan,"Huntsville, AL","#GameDevPaidMe As a white straight cis gendered dude in Alabama, I made this:
Mentor Graphics, intern: $14/hr
Torch Technologies, software dev: $65k a year
SAIC, game dev engineer: $86k a year

I am at about 3 years experience now with a BS in computer science."
1010,tiedtiger,Seattle,If you want to figure out a studio budget (say if you’re thinking of starting one up) the #GameDevPaidMe thread is a goldmine.
1011,DaveTheGame,"Burtonsville, MD","Hey #GameDevPaidMe #RealGameIndustry folks - I’ve worked with dozens of board game and RPG companies and am not shy about money talk so if you have questions about rates, contract details, feel free to email me at my first name @ https://t.co/RNTMaWQ6AK"
1012,amilanuh,,"#GameDevPaidMe

Joining along, I believe in salary transparency. As a background I have a BS in Game Art &amp; Animation, am a white woman, and have negotiated both salaries.

▪️UI/UX Designer $52k USD (Remote, Burlington VT, USA)
▪️UI Artist $60k CAD (Montréal Canada)"
1013,_chirographum_,,"#GameDevPaidMe
Context: Montreal; MA English Lit; 4 yrs in technical writing: 18 yrs in gamedev; CAD) 

Tech writing: 50K
Mobile game designer: 45K
4 yrs freelance: 25-45/hr. 
Part time educational game design: 36K
Lead game design: 43K to 89K over 11 yrs"
1014,TheMageling,North Carolina,"Okay #GameDevPaidMe, let's break it down:

In QA in 2007, about $8/hour then got hired full time at about $20k
Started as a Mission Scripter in 2009 at $32k
When I came out as a trans woman in 2016 I was a Senior Game Designer making $55k
Now I'm a Lead Game Designer at $75k"
1015,yeojoey,"Pittsburgh, PA",i wanna see #GameDevPaidMe for singaporean game companies but if anything the stigma over sharing one's salary is even higher in SG than the US
1016,gwendybee,,"I'm starting to see #PublishingPaidMe, #GameDevPaidMe, and #ComicsPaidMe going around -- can we get a #TTRPGSPaidMe going too? Wage transparency helps everyone!!"
1017,norrit,Houston TX,#GameDevPaidMe '17 $60k Linux engineer #6ftstudios '18 $65k Linux/Jr. Devops Engineer. No more #houston based game devs. 😭😭😭😭
1018,noah_bench,"Sacramento, CA","#GameDevPaidMe all values in USD

yr 1 - $46k asc env artist @ EA Sacramento 
yr 2 - $47k asc char artist 
yr 3 - $56k
yr 3.5 - ?? artist I (off cycle)
yr 4 - $70k artist II
yr 5 - $77k
yr 6 - $100k artist II @ EA Redwood Shores
yr 7 - $120k tech artist @ Niantic SF
yr 8 - $128k"
1019,artsymusings,PK,"#PublishingPaidMe, #ComicsPaidMe, #AnimationPaidMe and #GameDevPaidMe are all so damn revealing if not completely shocking"
1020,Combrod_,,"#GameDevPaidMe Currently:

Senior Producer, ESG Boston: $100k salary and benefits

Lotta non-game dev tech work in between some of those, helped me to increase my pay a whole bunch."
1021,Combrod_,,"#GameDevPaidMe Let’s see how much I remember:

QA Intern, Tap Lab: $10/hr
QA Tester, Zapdot: $15/hr
QA Tetser, Demiurge: $10.50/hr
QA Tester, Ghost Story: $20/hr
Product Manager, Earplay: $45/hr
Senior Producer, Disruptor Beam: $100k salary and benefits"
1022,Scapes,Irvine via Miami,"⚠️ Exactly this: salaries and hourlies without regional context (cost of living, currency, seniority) makes the data unquantifiable. 

For each job, be sure to include your:
🌍 Location
💱 Currency
✏️ Experience Level

#GameDevPaidMe https://t.co/ok2XV48paU"
1023,Tamrielo,,"#GameDevPaidMe —sure, I can do this:

Designer, Midway, 2007-8: $42k/yr
Designer, Zenimax Online, 2008-2014: 45k - 52k/yr"
1024,ArtilleryHambo,at home,So what's #gamedevpaidme ? as I understand eveyone shares their salaries for visibility? So you can evaluate if you are fairly compensated?
1025,mrkevinstewart,Toronto,"#GameDevPaidMe

All numbers CAD:
 
SE2 at EA(2011): 72k
SE3 at EA at lay-off (2016): 97k
2 weeks later at Zynga (PSE): 120k

It’s gone up significantly since having been promoted to Architect.

It’s worth noting I’ve done most of this as backend server dev. Great opportunities"
1026,APlayingField,Denver,"#GameDevPaidMe
$10/hr as QA contractor at Vicarious Visions 
$12/hr, then $15/hr, then $18/hr as QA contractor at OSE
$40k/yr then $45k/yr as full-time QA at OSE
$45k/yr as level designer at my current job"
1027,LiamODC,"Guildford, England","#GameDevPaidMe 
£23k - Junior Programmer ('18-'19)
£27.5k - Mid Programmer ('19-Present)

for reference, I live/work in Guildford (nearish London) and pay £755 a month for rent, which is around standard."
1028,Nick_Mudry,"Connecticut, USA","#GameDevPaidMe 

- $12/hour - Publishing Associate 
- $15/hour - Associate Product Manager / Community Manager
- $38k -&gt; $41.5k (plus benefits) - Community Manager 

This is United States, specifically Boston area."
1029,CSCProgrammer,,#GameDevPaidMe 3 pounds from one of my games 😂😂😂😂
1030,hypathie_,"London, England","Reading #GameDevPaidMe as an European, I'm sweating"
1031,sinnedaria,"Hawthorne, FL","I'll contribute to this. For relevant info, I am white and was still identifying as female at the time. This is in the US, in Florida.

#GameDevPaidMe

Freelance Writer/Designer - $10-$15/hr
Writer, Trendy Entertainment - $32k/yr"
1032,brittanyadesso,"Maryland, USA","repost w/ clarfications: 

#gamedevpaidme 

Contract QA tester - $15/hr (2017-2018)
QA Tester - $18.26/hr =&gt; $18.94/hr (2018-present)

USD
Maryland, USA 
BA in Communications, no relocation assistance, benefits that include decent health insurance"
1033,Marri,Montreal,"Ok #GameDevPaidMe. 
This is in Montreal. I have an MA, and 3 prior years of editing/writing/gamedev in eLearning, now am at my 4 year mark as a Game Writer. I make 54k CAD, or ~$40k USD. I'm on the cusp of a level and salary raise. I'm a white 'woman'."
1034,EscoBlades,"Toronto, Ontario","For #GameDevPaidMe to work nearly as well as the Publishing tag, folks taking part especially need to include their location (and by extension, currency, cos not everyone is in the US) and their experience level at specific salary changes."
1035,iddqd_Aj,"Los Angeles, CA",#GameDevPaidMe is WILD
1036,FoxRavenStudios,,"Hopefully im not wasting anyone's time as i love seeing everyone share their info. Im am writing this for future reference as we're a brand new indie team of 2 trying to make what we can on our own. #GameDevPaidMe 
$25 which was a donation for our first level game demo download!"
1037,BenJoe72,"Budapest, Hungary","Wow, it's so ""great"" to see the #GameDevPaidMe hashtag that people make at least triple the amount of money on random internships that I made as a senior web developer here. Our economy is fucked up."
1038,IsaacSchutz,"Boston, MA","#GameDevPaidMe 
I charge around $200-300/min of music and $75-100/hour for recording for my freelance rates. Hopefully I’ll find some in house position one day though 💜"
1039,beccahallstedt,"Chicago, IL","remember when reading through #gamedevpaidme, almost all US game jobs are in the most expensive cities and many don't provide benefits like health insurance.

workers are also strung along from contract to contract for years with zero job stability. absolutely zero."
1040,protomelvin,"Vancouver, British Columbia","#GameDevPaidMe in CAD

All as a game designer, living and working in Vancouver:

Artcode (2015-2016) - 36k (never got a raise)
(&lt;=12 ppl)

Kemojo (2017-2017) - 45k (only worked here 8 months or so)
(&lt;= 20 ppl)

TGS (late 2017-present) - 50-63k (got a raise annually) 
(&lt; 40 ppl)"
1041,snidelyhazel,Los Angeles,I'm embarrassed to tell what #GameDevPaidMe 'cause I'm realizing just how chronically underpaid I was.
1042,thewritegame,,Hi #GameDevPaidMe would you all be willing to fill out a public spreadsheet on this stuff that people can refer to in the future?
1043,_emnays,he-him ,"People in #GameDevPaidMe please SELF IDENTIFY. are you white, cis, straight? This is part of the utility of this information for marginalized people looking for wage transparancy!!!"
1044,tha_rami,"30,000ft","If you're watching the lovely #GameDevPaidMe from outside the main game dev hubs, please remember that countries &amp; their districts/states/provinces can wildly vary in pay, laws, (collective) negotiation, taxation, and social services provided."
1045,PupToro,,"Since I'm going back into the industry later this month after a hellish 10 year hiatus in non-Games QA World #GameDevPaidMe:

- $9/hr for contract QA work at THQ in 2009. 
- ??????? for ???? (TBA at a later date) $26/hr."
1046,Slide20XX,Seattle,"#GameDevPaidMe is amazing! Can we get #GameAudioPaidMe trending, #gameaudio?"
1047,varricsbianca,"Montréal, Québec","Adding my voice to this
#GameDevPaidMe (In CAD)

Assistant Level Designer: 50k—&gt;52k (raise)
Associate Level Designer (now): 59k"
1048,girl_debord,"Erie, PA","#GameDevPaidMe

Love this tag! Transparency is key!

Freelancing: $12 - $30 /hr. This was low &amp; if I start freelancing again I won't take anything below $25/hr (which is still low lol)

Full time engineer at Whitethorn Digital, a startup publisher and indie studio: $35k"
1049,HungryAndAngry,"Philadelphia, PA","Pro-Tip: You’ll better leverage yourself to making more money once you take the first steps towards finding a new company. 

Don’t stay complacent unless you’re LOVING your pay, for the work you’re doing, and in your ideal work environment  #GameDevPaidMe"
1050,KelOfKells,,"#GameDevPaidMe time, for cost of living context all of these are in Seattle except Bethesda 

Windows PM1- 100k promo-&gt;115k
Xbox PM1- 115K
Bungie Line Producer- 98k
Bethesda Producer- 95k raise-&gt;100k
Probably Monsters Senior Producer- 130k"
1051,TGF_William,"Washington, USA","I think salary transparency is important

-Systems Designer, Freelance, $25/hr
-Software Engineer, mojang (contract #1), $70k/yr
-Software Engineer, mojang (contract #2), $80k/yr

And that's it so far. Keep on climbing 😣
#GameDevPaidMe"
1052,ninjadodo,Netherlands,"@molleindustria Would be good if everyone on #PublishingPaidMe, #GameDevPaidMe #AnimationPaidMe included LOCATION with their numbers as that is a huge factor in wage differences.. cost of living varies enormously country to country and region to region."
1053,winterkewl,,"#GameDevPaidMe $30,000/year in my first attempt at “going solo and starting a indie studio”

$120,000/year when I eventually had to admit indie failure and went to work at an experiential shop.

Indie dev was definitely the better experience despite the failure!
##FollowURDreams"
1054,artrulz,"Portland, OR","@EscoBlades Oh yeah @kongregate paid me $24/hour in Portland to be their office manager/recruiter/IT backup and their HR director eventually fired me because she thought I was lying about health problems, the same week of our holiday party and 2 weeks before the holidays. #GameDevPaidMe"
1055,annabananastand,,"#GameDevPaidMe $85k as an associate gameplay programmer at Ubisoft in SF, up to $100k when I got promoted. $72k right now for 4/5 time at a startup (that's 90k if I was working full time). Based on these other tweets I'm wondering if I'm being underpaid...."
1056,mayakern,email: mayakern.help@gmail.com,"#GameDevPaidMe
i was an art contractor for gaiaonline for a year from 2014-2015. payment was weird. we invoiced gaia by the ""pose"" but never learned how that broke down into payment.

worst month (training) i made $400
best month i made $2400

i consistently worked 10-14hr days"
1057,Ryan_Treadwell,"Austin, TX","Here's my #GameDevPaidMe.

Blizzard/Lead GM/2010: $40k
ZeniMax Online/CS Producer/2011: $60k
Big Huge Games/Associate Producer/2012: $55k
BioWare/Dev Manager/2014: ~$75k
Certain Affinity/Lead Producer/2019: $94k"
1058,lazerwalker,"Toronto, Ontario","#GameDevPaidMe is tricky for me, since I've consciously avoided ""working in games"", but:

Eng intern, Zynga: $4k/mo
Software Engineer, Zynga: $72-80k + bonuses/stock

My contract rate has been $150-250/hr, but even the games work I've done there has mostly been VC-funded startups"
